sample_id	bacteria	antibiotics	phenotype	CID	MolecularFormula	MolecularWeight	CanonicalSMILES
SAMN03177626	Escherichia coli	ceftriaxone	resistant	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN03177626	Escherichia coli	chloramphenicol	resistant	5959	C11H12Cl2N2O5	323.13	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
SAMN03177626	Escherichia coli	ciprofloxacin	susceptible	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN03177626	Escherichia coli	gentamicin	susceptible	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN03177626	Escherichia coli	kanamycin	susceptible	6032	C18H36N4O11	484.5	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N
SAMN03177626	Escherichia coli	tetracycline	resistant	54675776	C22H24N2O8	444.4	CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
SAMN03177626	Escherichia coli	trimethoprim-sulfamethoxazole	susceptible	358641	C24H29N7O6S	543.6	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
SAMN03177627	Escherichia coli	amoxicillin-clavulanic acid	resistant	23665637	C24H27KN4O10S	602.7	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.C1C2N(C1=O)C(C(=CCO)O2)C(=O)[O-].[K+]
SAMN03177627	Escherichia coli	ampicillin	resistant	6249	C16H19N3O4S	349.4	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
SAMN03177627	Escherichia coli	cefoxitin	resistant	441199	C16H17N3O7S2	427.5	COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3
SAMN03177627	Escherichia coli	ceftiofur	resistant	6328657	C19H17N5O7S3	523.6	CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O
SAMN03177627	Escherichia coli	ceftriaxone	resistant	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN03177627	Escherichia coli	chloramphenicol	resistant	5959	C11H12Cl2N2O5	323.13	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
SAMN03177627	Escherichia coli	ciprofloxacin	susceptible	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN03177627	Escherichia coli	gentamicin	susceptible	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN03177627	Escherichia coli	kanamycin	susceptible	6032	C18H36N4O11	484.5	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N
SAMN03177627	Escherichia coli	tetracycline	resistant	54675776	C22H24N2O8	444.4	CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
SAMN03177627	Escherichia coli	trimethoprim-sulfamethoxazole	susceptible	358641	C24H29N7O6S	543.6	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
SAMN03177628	Escherichia coli	amoxicillin-clavulanic acid	resistant	23665637	C24H27KN4O10S	602.7	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.C1C2N(C1=O)C(C(=CCO)O2)C(=O)[O-].[K+]
SAMN03177628	Escherichia coli	ampicillin	resistant	6249	C16H19N3O4S	349.4	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
SAMN03177628	Escherichia coli	cefoxitin	resistant	441199	C16H17N3O7S2	427.5	COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3
SAMN03177628	Escherichia coli	ceftiofur	susceptible	6328657	C19H17N5O7S3	523.6	CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O
SAMN03177628	Escherichia coli	ceftriaxone	resistant	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN03177628	Escherichia coli	chloramphenicol	resistant	5959	C11H12Cl2N2O5	323.13	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
SAMN03177628	Escherichia coli	ciprofloxacin	susceptible	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN03177628	Escherichia coli	gentamicin	susceptible	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN03177628	Escherichia coli	kanamycin	susceptible	6032	C18H36N4O11	484.5	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N
SAMN03177628	Escherichia coli	tetracycline	resistant	54675776	C22H24N2O8	444.4	CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
SAMN03177628	Escherichia coli	trimethoprim-sulfamethoxazole	susceptible	358641	C24H29N7O6S	543.6	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
SAMN03177629	Escherichia coli	amoxicillin-clavulanic acid	resistant	23665637	C24H27KN4O10S	602.7	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.C1C2N(C1=O)C(C(=CCO)O2)C(=O)[O-].[K+]
SAMN03177629	Escherichia coli	ampicillin	resistant	6249	C16H19N3O4S	349.4	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
SAMN03177629	Escherichia coli	cefoxitin	resistant	441199	C16H17N3O7S2	427.5	COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3
SAMN03177629	Escherichia coli	ceftiofur	resistant	6328657	C19H17N5O7S3	523.6	CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O
SAMN03177629	Escherichia coli	ceftriaxone	resistant	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN03177629	Escherichia coli	chloramphenicol	resistant	5959	C11H12Cl2N2O5	323.13	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
SAMN03177629	Escherichia coli	ciprofloxacin	susceptible	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN03177629	Escherichia coli	gentamicin	susceptible	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN03177629	Escherichia coli	kanamycin	susceptible	6032	C18H36N4O11	484.5	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N
SAMN03177629	Escherichia coli	tetracycline	resistant	54675776	C22H24N2O8	444.4	CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
SAMN03177629	Escherichia coli	trimethoprim-sulfamethoxazole	susceptible	358641	C24H29N7O6S	543.6	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
SAMN03177630	Escherichia coli	amoxicillin-clavulanic acid	susceptible	23665637	C24H27KN4O10S	602.7	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.C1C2N(C1=O)C(C(=CCO)O2)C(=O)[O-].[K+]
SAMN03177630	Escherichia coli	ampicillin	resistant	6249	C16H19N3O4S	349.4	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
SAMN03177630	Escherichia coli	cefoxitin	susceptible	441199	C16H17N3O7S2	427.5	COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3
SAMN03177630	Escherichia coli	ceftiofur	susceptible	6328657	C19H17N5O7S3	523.6	CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O
SAMN03177630	Escherichia coli	ceftriaxone	susceptible	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN03177630	Escherichia coli	chloramphenicol	susceptible	5959	C11H12Cl2N2O5	323.13	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
SAMN03177630	Escherichia coli	ciprofloxacin	susceptible	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN03177630	Escherichia coli	gentamicin	susceptible	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN03177630	Escherichia coli	kanamycin	susceptible	6032	C18H36N4O11	484.5	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N
SAMN03177630	Escherichia coli	tetracycline	resistant	54675776	C22H24N2O8	444.4	CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
SAMN03177630	Escherichia coli	trimethoprim-sulfamethoxazole	resistant	358641	C24H29N7O6S	543.6	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
SAMN03177631	Escherichia coli	amoxicillin-clavulanic acid	susceptible	23665637	C24H27KN4O10S	602.7	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.C1C2N(C1=O)C(C(=CCO)O2)C(=O)[O-].[K+]
SAMN03177631	Escherichia coli	ampicillin	susceptible	6249	C16H19N3O4S	349.4	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
SAMN03177631	Escherichia coli	cefoxitin	susceptible	441199	C16H17N3O7S2	427.5	COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3
SAMN03177631	Escherichia coli	ceftiofur	susceptible	6328657	C19H17N5O7S3	523.6	CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O
SAMN03177631	Escherichia coli	ceftriaxone	susceptible	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN03177631	Escherichia coli	chloramphenicol	susceptible	5959	C11H12Cl2N2O5	323.13	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
SAMN03177631	Escherichia coli	ciprofloxacin	susceptible	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN03177631	Escherichia coli	gentamicin	susceptible	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN03177631	Escherichia coli	kanamycin	resistant	6032	C18H36N4O11	484.5	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N
SAMN03177631	Escherichia coli	tetracycline	resistant	54675776	C22H24N2O8	444.4	CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
SAMN03177631	Escherichia coli	trimethoprim-sulfamethoxazole	susceptible	358641	C24H29N7O6S	543.6	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
SAMN03177632	Escherichia coli	amoxicillin-clavulanic acid	resistant	23665637	C24H27KN4O10S	602.7	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.C1C2N(C1=O)C(C(=CCO)O2)C(=O)[O-].[K+]
SAMN03177632	Escherichia coli	ampicillin	resistant	6249	C16H19N3O4S	349.4	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
SAMN03177632	Escherichia coli	cefoxitin	resistant	441199	C16H17N3O7S2	427.5	COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3
SAMN03177632	Escherichia coli	ceftiofur	resistant	6328657	C19H17N5O7S3	523.6	CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O
SAMN03177632	Escherichia coli	ceftriaxone	resistant	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN03177632	Escherichia coli	chloramphenicol	susceptible	5959	C11H12Cl2N2O5	323.13	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
SAMN03177632	Escherichia coli	ciprofloxacin	susceptible	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN03177632	Escherichia coli	gentamicin	susceptible	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN03177632	Escherichia coli	kanamycin	susceptible	6032	C18H36N4O11	484.5	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N
SAMN03177632	Escherichia coli	tetracycline	susceptible	54675776	C22H24N2O8	444.4	CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
SAMN03177632	Escherichia coli	trimethoprim-sulfamethoxazole	susceptible	358641	C24H29N7O6S	543.6	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
SAMN03177633	Escherichia coli	amoxicillin-clavulanic acid	resistant	23665637	C24H27KN4O10S	602.7	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.C1C2N(C1=O)C(C(=CCO)O2)C(=O)[O-].[K+]
SAMN03177633	Escherichia coli	ampicillin	resistant	6249	C16H19N3O4S	349.4	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
SAMN03177633	Escherichia coli	cefoxitin	resistant	441199	C16H17N3O7S2	427.5	COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3
SAMN03177633	Escherichia coli	ceftiofur	resistant	6328657	C19H17N5O7S3	523.6	CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O
SAMN03177633	Escherichia coli	ceftriaxone	resistant	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN03177633	Escherichia coli	chloramphenicol	susceptible	5959	C11H12Cl2N2O5	323.13	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
SAMN03177633	Escherichia coli	ciprofloxacin	susceptible	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN03177633	Escherichia coli	gentamicin	susceptible	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN03177633	Escherichia coli	kanamycin	susceptible	6032	C18H36N4O11	484.5	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N
SAMN03177633	Escherichia coli	tetracycline	susceptible	54675776	C22H24N2O8	444.4	CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
SAMN03177633	Escherichia coli	trimethoprim-sulfamethoxazole	susceptible	358641	C24H29N7O6S	543.6	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
SAMN03177634	Escherichia coli	amoxicillin-clavulanic acid	susceptible	23665637	C24H27KN4O10S	602.7	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.C1C2N(C1=O)C(C(=CCO)O2)C(=O)[O-].[K+]
SAMN03177634	Escherichia coli	ampicillin	resistant	6249	C16H19N3O4S	349.4	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
SAMN03177634	Escherichia coli	cefoxitin	susceptible	441199	C16H17N3O7S2	427.5	COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3
SAMN03177634	Escherichia coli	ceftiofur	susceptible	6328657	C19H17N5O7S3	523.6	CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O
SAMN03177634	Escherichia coli	ceftriaxone	susceptible	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN03177634	Escherichia coli	chloramphenicol	resistant	5959	C11H12Cl2N2O5	323.13	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
SAMN03177634	Escherichia coli	ciprofloxacin	resistant	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN03177634	Escherichia coli	gentamicin	susceptible	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN03177634	Escherichia coli	kanamycin	susceptible	6032	C18H36N4O11	484.5	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N
SAMN03177634	Escherichia coli	tetracycline	resistant	54675776	C22H24N2O8	444.4	CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
SAMN03177634	Escherichia coli	trimethoprim-sulfamethoxazole	resistant	358641	C24H29N7O6S	543.6	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
SAMN03177635	Escherichia coli	amoxicillin-clavulanic acid	susceptible	23665637	C24H27KN4O10S	602.7	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.C1C2N(C1=O)C(C(=CCO)O2)C(=O)[O-].[K+]
SAMN03177635	Escherichia coli	ampicillin	susceptible	6249	C16H19N3O4S	349.4	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
SAMN03177635	Escherichia coli	cefoxitin	susceptible	441199	C16H17N3O7S2	427.5	COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3
SAMN03177635	Escherichia coli	ceftiofur	susceptible	6328657	C19H17N5O7S3	523.6	CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O
SAMN03177635	Escherichia coli	ceftriaxone	susceptible	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN03177635	Escherichia coli	chloramphenicol	resistant	5959	C11H12Cl2N2O5	323.13	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
SAMN03177635	Escherichia coli	ciprofloxacin	susceptible	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN03177635	Escherichia coli	gentamicin	susceptible	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN03177635	Escherichia coli	kanamycin	susceptible	6032	C18H36N4O11	484.5	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N
SAMN03177635	Escherichia coli	tetracycline	resistant	54675776	C22H24N2O8	444.4	CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
SAMN03177635	Escherichia coli	trimethoprim-sulfamethoxazole	susceptible	358641	C24H29N7O6S	543.6	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
SAMN03177636	Escherichia coli	amoxicillin-clavulanic acid	susceptible	23665637	C24H27KN4O10S	602.7	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.C1C2N(C1=O)C(C(=CCO)O2)C(=O)[O-].[K+]
SAMN03177636	Escherichia coli	ampicillin	susceptible	6249	C16H19N3O4S	349.4	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
SAMN03177636	Escherichia coli	cefoxitin	susceptible	441199	C16H17N3O7S2	427.5	COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3
SAMN03177636	Escherichia coli	ceftiofur	susceptible	6328657	C19H17N5O7S3	523.6	CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O
SAMN03177636	Escherichia coli	ceftriaxone	susceptible	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN03177636	Escherichia coli	chloramphenicol	resistant	5959	C11H12Cl2N2O5	323.13	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
SAMN03177636	Escherichia coli	ciprofloxacin	resistant	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN03177636	Escherichia coli	gentamicin	susceptible	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN03177636	Escherichia coli	kanamycin	susceptible	6032	C18H36N4O11	484.5	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N
SAMN03177636	Escherichia coli	tetracycline	resistant	54675776	C22H24N2O8	444.4	CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
SAMN03177636	Escherichia coli	trimethoprim-sulfamethoxazole	resistant	358641	C24H29N7O6S	543.6	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
SAMN03177637	Escherichia coli	amoxicillin-clavulanic acid	susceptible	23665637	C24H27KN4O10S	602.7	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.C1C2N(C1=O)C(C(=CCO)O2)C(=O)[O-].[K+]
SAMN03177637	Escherichia coli	ampicillin	susceptible	6249	C16H19N3O4S	349.4	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
SAMN03177637	Escherichia coli	cefoxitin	susceptible	441199	C16H17N3O7S2	427.5	COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3
SAMN03177637	Escherichia coli	ceftiofur	susceptible	6328657	C19H17N5O7S3	523.6	CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O
SAMN03177637	Escherichia coli	ceftriaxone	susceptible	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN03177637	Escherichia coli	chloramphenicol	resistant	5959	C11H12Cl2N2O5	323.13	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
SAMN03177637	Escherichia coli	ciprofloxacin	susceptible	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN03177637	Escherichia coli	gentamicin	susceptible	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN03177637	Escherichia coli	kanamycin	susceptible	6032	C18H36N4O11	484.5	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N
